"","Hazard","T1_V1","T1_V2","T1_V3","T1_V4","T1_V5","T1_V6","T1_V9","T1_V10","T1_V11","T1_V13","T1_V14","T1_V16","T1_V17","T2_V1","T2_V2","T2_V3","T2_V4","T2_V5","T2_V6","T2_V7","T2_V9","T2_V10","T2_V11","T2_V12","T2_V13","T2_V14","T2_V15"
"978",2,19,17,4,"N","H","N","D",7,"B",20,1,"B","N",64,18,"Y",6,"B",2,34,15,2,"N","N","A",4,1
"981",1,19,17,2,"B","H","Y","D",8,"B",20,1,"B","Y",59,18,"N",8,"A",4,37,22,7,"N","Y","A",7,1
"989",4,3,8,5,"N","B","Y","D",12,"B",15,1,"B","N",41,10,"Y",4,"A",2,31,14,7,"N","N","A",4,2
"995",2,1,18,7,"C","A","N","D",8,"B",20,2,"B","N",24,13,"N",8,"B",3,37,21,7,"N","N","E",2,1
"996",4,5,18,2,"N","K","Y","E",8,"J",15,3,"R","N",45,12,"N",11,"A",2,40,15,7,"N","N","A",2,2
"997",1,9,1,1,"N","H","Y","B",12,"B",10,1,"C","N",54,12,"Y",4,"B",2,40,12,4,"N","N","A",2,1
"1003",1,7,1,1,"B","A","Y","D",2,"B",20,1,"B","N",29,8,"N",12,"B",1,37,6,3,"N","N","E",3,1
"1007",4,17,5,2,"B","I","N","E",8,"H",15,3,"K","N",88,8,"N",11,"A",2,31,19,4,"Y","N","C",2,8
"1010",1,17,13,1,"C","A","N","D",8,"B",10,1,"I","N",46,7,"N",6,"A",1,40,13,6,"N","N","A",2,2
"1026",1,19,18,1,"N","H","Y","E",8,"H",20,1,"R","N",48,10,"Y",6,"B",1,40,1,7,"N","N","A",4,1
"1029",1,13,20,4,"N","K","N","F",3,"H",20,1,"R","N",70,19,"Y",7,"C",2,37,21,3,"Y","N","D",4,1
"1030",10,7,21,1,"N","A","N","D",2,"B",10,1,"I","N",46,11,"N",13,"A",1,37,17,3,"Y","N","C",1,10
"1047",4,7,21,7,"E","K","Y","E",2,"H",20,1,"R","N",97,16,"N",20,"A",1,37,15,5,"N","N","A",1,12
"1050",4,9,6,4,"N","H","N","E",3,"J",10,1,"R","N",36,11,"N",3,"B",2,22,4,1,"N","N","A",2,1
"1053",7,18,19,4,"N","B","N","D",2,"B",10,1,"I","N",25,8,"N",8,"A",2,34,5,3,"Y","N","C",3,4
"1056",7,15,7,3,"N","H","N","E",8,"H",20,1,"M","N",34,16,"N",11,"B",1,28,1,6,"N","N","A",4,3
"1057",1,12,21,3,"B","I","Y","F",12,"H",15,1,"K","N",70,19,"N",18,"A",1,28,13,6,"N","N","E",1,12
"1062",9,9,23,1,"N","H","N","E",7,"H",10,2,"K","N",94,11,"N",11,"B",2,37,1,4,"Y","N","C",6,1
"1064",11,2,11,1,"C","H","Y","E",8,"H",20,2,"M","N",55,10,"Y",5,"B",1,37,24,7,"Y","N","E",4,9
"1068",6,8,21,2,"N","C","N","D",7,"L",15,1,"I","N",61,23,"N",4,"A",1,37,16,3,"Y","N","E",1,1
"1078",2,6,13,3,"N","K","N","E",12,"H",10,1,"R","N",61,7,"N",13,"A",2,22,21,1,"N","N","A",2,8
"1083",5,4,9,2,"N","K","N","E",8,"H",20,2,"M","N",36,9,"Y",12,"A",1,28,1,4,"N","N","D",1,3
"1101",5,12,6,4,"N","C","N","D",3,"B",15,1,"I","N",42,16,"N",4,"B",2,40,2,6,"Y","N","D",2,1
"1102",21,9,21,5,"N","K","N","E",12,"H",10,2,"N","N",64,15,"N",19,"A",2,37,16,6,"Y","N","E",2,6
"1107",4,13,15,2,"N","H","Y","F",3,"H",20,1,"R","N",41,26,"Y",6,"B",2,40,5,5,"Y","N","E",2,1
"1111",1,17,2,2,"N","H","N","E",8,"H",10,1,"R","N",42,8,"N",6,"B",2,34,17,6,"N","N","A",7,1
"1114",1,6,9,6,"B","A","N","D",12,"B",10,3,"B","Y",58,8,"N",11,"A",4,37,1,6,"N","Y","E",6,1
"1120",1,15,4,3,"N","H","N","D",7,"B",15,1,"B","Y",41,13,"Y",11,"A",2,40,6,3,"Y","Y","C",2,4
"1124",4,16,18,2,"N","K","N","F",7,"H",10,3,"K","N",46,9,"Y",8,"A",4,37,11,6,"Y","N","E",5,2
"1131",1,6,18,5,"B","B","Y","D",12,"L",20,1,"B","N",85,10,"Y",15,"A",1,34,17,3,"N","N","D",1,4
"1139",1,9,13,3,"B","C","N","D",8,"B",15,3,"B","N",71,12,"N",11,"A",2,34,16,4,"Y","N","E",2,2
"1140",2,2,19,6,"C","A","N","C",3,"F",20,3,"I","N",59,21,"N",13,"B",3,31,25,4,"Y","N","E",2,1
"1144",4,12,19,2,"N","H","Y","E",8,"J",15,1,"R","N",49,10,"N",3,"B",2,40,1,6,"Y","N","E",2,1
"1149",8,3,19,7,"B","H","N","D",7,"L",15,1,"I","N",33,13,"N",15,"A",2,31,1,5,"Y","N","D",2,6
"1153",6,5,18,5,"B","A","Y","B",7,"B",10,1,"B","N",98,10,"N",19,"A",1,31,16,2,"N","N","E",1,1
"1159",7,8,16,1,"N","H","Y","E",3,"J",15,1,"R","N",50,11,"N",19,"E",2,28,6,5,"Y","N","E",2,6
"1165",7,13,11,3,"N","K","Y","E",2,"J",20,1,"K","N",83,17,"Y",17,"A",2,34,7,7,"Y","N","E",2,12
"1167",5,12,20,5,"N","H","Y","E",3,"H",15,1,"R","N",9,13,"Y",9,"D",1,40,1,4,"N","N","E",2,4
"1169",1,3,13,2,"N","C","N","B",12,"B",15,1,"B","N",66,15,"Y",3,"C",3,34,8,3,"Y","N","E",3,1
"1170",5,12,16,4,"N","A","Y","D",12,"B",10,1,"A","N",40,9,"Y",7,"A",2,40,8,7,"N","N","A",2,2
"1171",1,19,21,7,"W","H","Y","E",12,"J",10,1,"R","N",71,18,"Y",13,"E",2,22,1,5,"Y","N","E",4,6
"1178",12,8,18,1,"N","K","Y","E",8,"H",5,1,"K","N",53,13,"N",8,"A",2,37,20,7,"Y","N","E",2,1
"1179",2,8,12,1,"B","K","Y","E",3,"H",10,1,"R","N",97,16,"N",17,"A",1,28,20,4,"Y","N","E",1,9
"1183",4,13,13,4,"N","K","N","E",8,"H",15,1,"L","Y",94,16,"N",13,"A",4,34,5,4,"Y","Y","E",4,2
"1190",6,4,12,4,"N","H","Y","E",8,"H",20,1,"K","N",60,7,"Y",14,"B",2,31,21,6,"N","N","A",2,4
"1191",2,15,6,4,"N","K","N","E",7,"H",10,1,"K","N",38,8,"Y",15,"A",1,37,1,3,"Y","N","D",1,3
"1202",13,2,15,5,"N","K","N","E",3,"H",10,1,"N","N",54,11,"N",16,"A",1,28,5,3,"Y","N","C",1,11
"1204",6,11,18,2,"N","C","Y","D",12,"B",15,1,"D","Y",65,15,"Y",6,"A",2,31,25,4,"Y","Y","E",2,3
"1208",4,13,19,1,"N","H","Y","E",3,"H",10,1,"J","N",82,21,"N",18,"E",1,40,1,4,"Y","N","E",1,11
"1221",4,2,8,5,"N","K","N","F",3,"H",15,2,"N","N",12,11,"N",9,"A",2,28,1,7,"Y","N","E",2,3
"1237",1,18,1,1,"N","A","N","B",12,"B",10,1,"B","N",43,7,"N",6,"C",2,40,9,6,"Y","N","E",2,1
"1246",4,1,15,6,"C","K","Y","E",12,"H",20,1,"K","N",38,10,"Y",14,"A",2,37,21,4,"Y","N","C",1,3
"1256",4,2,17,2,"C","A","N","D",8,"F",15,2,"B","N",53,15,"N",13,"B",1,25,24,3,"Y","N","E",5,11
"1262",1,13,22,9,"E","C","Y","D",3,"L",5,2,"A","N",91,24,"Y",6,"B",2,37,8,7,"Y","N","E",4,1
"1267",1,12,7,5,"W","H","N","D",3,"L",15,1,"A","N",50,23,"N",12,"B",4,22,5,7,"Y","N","E",4,1
"1270",2,15,18,1,"W","H","Y","E",8,"J",20,1,"J","N",18,10,"N",3,"B",2,25,6,7,"N","N","A",3,1
"1281",13,8,19,7,"C","K","N","E",3,"H",10,1,"J","N",98,10,"N",18,"A",2,22,15,6,"Y","N","D",2,10
"1288",2,2,17,1,"C","A","Y","D",7,"L",10,2,"B","N",60,11,"N",2,"B",2,40,25,6,"Y","N","E",2,4
"1294",1,11,7,2,"N","K","N","E",7,"H",10,1,"R","Y",83,20,"Y",6,"C",2,37,6,3,"Y","Y","E",2,1
"1296",10,10,19,7,"N","H","N","D",12,"L",20,1,"E","Y",49,15,"N",15,"A",2,40,18,3,"Y","Y","E",3,6
"1305",10,9,7,5,"N","C","N","D",12,"B",15,1,"I","N",49,10,"N",9,"A",3,37,15,7,"Y","N","E",3,6
"1310",1,9,20,2,"N","H","Y","D",2,"B",10,1,"D","N",37,11,"N",4,"B",2,37,6,5,"N","N","A",2,1
"1321",8,12,15,2,"N","H","N","D",8,"L",10,1,"E","N",53,17,"N",9,"A",2,37,2,6,"N","N","A",5,6
"1335",7,15,2,2,"N","K","Y","E",8,"H",20,1,"Q","N",26,11,"N",7,"A",3,40,1,4,"Y","N","E",6,1
"1350",3,14,22,7,"N","K","N","E",3,"J",15,3,"R","N",98,16,"Y",20,"A",2,22,25,4,"N","N","E",2,11
"1356",10,10,9,6,"G","K","N","E",8,"H",10,1,"K","N",87,13,"N",14,"A",3,40,10,4,"Y","N","E",3,7
"1373",1,4,6,4,"N","A","Y","D",8,"B",20,3,"B","N",76,6,"N",6,"A",2,40,7,6,"Y","N","E",3,2
"1375",1,9,17,2,"N","H","N","E",8,"H",15,1,"P","N",52,12,"N",5,"B",1,37,18,1,"N","N","A",2,1
"1378",5,13,23,1,"N","H","N","E",12,"I",10,1,"K","N",1,17,"Y",1,"B",2,40,1,1,"N","N","A",2,1
"1393",7,4,20,5,"B","C","Y","D",2,"B",5,2,"E","N",92,10,"N",17,"A",1,40,2,4,"Y","N","D",1,11
"1394",3,17,5,3,"B","A","N","D",7,"L",15,1,"I","N",23,12,"Y",12,"A",1,25,21,1,"Y","N","C",1,12
"1395",4,7,18,2,"E","H","N","E",8,"M",10,1,"K","N",26,9,"Y",2,"B",2,25,9,6,"N","N","A",3,1
"1403",1,6,4,2,"B","K","N","E",3,"H",20,2,"R","N",43,9,"N",9,"A",2,40,10,4,"Y","N","C",3,3
"1428",3,11,23,2,"N","C","N","D",7,"L",15,3,"I","N",44,8,"N",7,"A",3,37,13,6,"Y","N","E",3,2
"1430",1,19,4,2,"W","H","Y","B",8,"A",15,1,"I","N",44,24,"Y",12,"A",3,40,16,7,"N","N","A",4,7
"1434",11,12,21,7,"N","K","Y","E",12,"H",15,1,"Q","N",94,15,"N",18,"A",2,40,8,4,"Y","N","E",2,8
"1439",7,19,11,2,"G","B","Y","D",3,"L",15,1,"F","N",46,12,"Y",12,"A",2,37,17,5,"Y","N","C",2,2
"1440",5,7,14,2,"S","I","Y","E",8,"H",10,3,"M","N",49,7,"Y",15,"A",2,40,15,3,"Y","N","E",2,9
"1444",4,5,14,5,"B","A","Y","D",3,"B",15,3,"B","Y",64,6,"N",8,"A",3,40,5,7,"Y","Y","E",3,1
"1451",5,9,5,3,"B","K","N","E",2,"H",20,3,"K","N",67,15,"N",14,"A",2,40,16,3,"N","N","A",2,4
"1469",1,7,5,3,"B","K","N","E",7,"H",10,3,"R","N",99,9,"N",17,"A",2,31,17,5,"Y","N","E",2,4
"1470",12,11,12,1,"N","K","N","E",3,"H",20,1,"K","Y",90,14,"Y",17,"A",3,37,9,2,"Y","Y","E",3,12
"1479",2,11,19,3,"W","I","Y","E",12,"H",10,1,"K","N",39,15,"N",12,"A",2,37,19,4,"Y","N","E",2,3
"1483",2,12,22,3,"B","I","Y","E",3,"J",20,1,"M","Y",87,15,"N",16,"A",2,34,20,2,"Y","Y","D",2,4
"1492",4,3,1,1,"H","H","N","E",12,"H",10,1,"R","N",37,8,"N",4,"B",2,31,13,4,"N","N","A",4,1
"1493",1,19,9,2,"W","K","Y","E",3,"H",10,1,"J","N",54,13,"Y",14,"C",1,40,18,6,"Y","N","E",1,1
"1498",1,17,4,3,"N","B","N","D",3,"B",5,3,"A","N",53,5,"N",9,"A",2,40,25,1,"Y","N","E",2,3
"1501",4,14,19,1,"B","H","Y","D",3,"B",10,1,"A","N",66,11,"N",7,"A",2,37,21,4,"N","N","A",3,3
"1505",1,19,10,3,"E","B","N","D",8,"B",10,1,"E","Y",75,20,"Y",4,"B",7,40,7,6,"N","Y","E",7,1
"1506",9,6,16,1,"B","K","Y","E",8,"I",10,1,"N","N",69,8,"N",13,"A",2,37,1,7,"Y","N","C",2,6
"1513",1,7,4,3,"B","H","N","F",3,"H",15,3,"K","N",28,8,"N",5,"B",2,22,16,6,"Y","N","E",4,1
"1521",1,17,7,5,"N","B","N","D",2,"B",10,1,"B","N",41,7,"N",10,"A",2,28,1,7,"N","N","A",3,5
"1523",7,3,5,4,"C","H","N","D",12,"A",5,1,"C","Y",49,13,"N",10,"A",1,40,19,4,"Y","Y","C",3,4
"1527",2,17,15,3,"N","B","N","D",12,"B",15,1,"B","N",43,9,"N",7,"A",3,40,13,7,"N","N","A",5,3
"1528",4,10,1,1,"N","C","Y","D",12,"B",20,3,"E","N",41,19,"Y",9,"B",4,28,3,1,"N","N","E",4,1
"1532",4,19,17,1,"B","H","N","D",8,"B",10,1,"A","N",36,13,"N",4,"B",2,25,11,6,"N","N","A",3,1
"1537",1,3,19,6,"N","C","Y","D",7,"B",10,3,"E","N",94,11,"N",11,"A",2,28,16,4,"Y","N","C",3,4
"1545",10,9,6,1,"W","H","Y","E",2,"M",10,3,"K","N",30,11,"N",12,"B",1,31,11,7,"N","N","A",1,1
"1546",2,9,24,4,"N","C","N","D",8,"A",15,2,"B","N",53,17,"N",3,"B",3,34,5,1,"N","N","A",3,1
"1554",10,11,22,2,"W","C","Y","D",2,"L",10,3,"E","N",69,12,"N",9,"A",2,40,1,6,"Y","N","C",5,7
"1571",1,1,21,3,"N","H","N","E",12,"H",20,1,"N","N",25,30,"N",7,"B",2,22,21,3,"N","N","A",1,1
"1594",2,5,3,2,"N","K","N","E",12,"H",10,2,"K","Y",92,6,"Y",9,"A",2,37,17,5,"N","Y","C",2,2
"1598",8,15,17,4,"N","K","Y","E",7,"J",10,2,"K","N",38,17,"Y",10,"A",1,31,3,4,"N","N","A",1,4
"1616",4,14,10,5,"G","K","N","E",12,"I",15,1,"P","N",86,25,"Y",5,"A",2,31,6,2,"Y","N","E",2,1
"1617",4,3,6,4,"N","A","N","D",3,"L",15,1,"I","N",22,7,"N",11,"A",1,37,2,5,"Y","N","D",1,5
"1621",1,9,5,4,"B","K","Y","E",12,"H",10,1,"K","N",65,12,"N",13,"A",2,37,18,4,"Y","N","D",2,1
"1627",3,17,6,4,"E","K","N","E",12,"H",20,1,"K","N",83,10,"N",15,"A",1,37,20,5,"Y","N","E",1,11
"1631",2,8,13,2,"B","K","Y","E",12,"J",20,1,"R","N",72,13,"Y",5,"A",2,25,15,5,"Y","N","E",2,1
"1632",2,17,20,4,"N","B","Y","D",8,"B",10,1,"I","N",85,9,"N",11,"A",1,25,2,7,"Y","N","E",1,1
"1635",1,17,12,4,"B","I","Y","E",3,"H",20,1,"R","N",72,9,"N",13,"A",2,34,16,5,"Y","N","E",2,12
"1637",4,1,17,2,"C","K","Y","E",8,"J",15,1,"R","N",40,21,"Y",22,"A",2,37,21,6,"Y","N","C",1,1
"1639",2,16,8,2,"N","C","Y","D",12,"B",5,1,"I","Y",84,11,"N",5,"A",2,25,20,2,"Y","Y","E",4,4
"1645",4,12,19,1,"E","K","Y","E",12,"I",10,1,"R","Y",44,16,"N",6,"A",2,31,11,7,"Y","Y","E",2,4
"1647",7,14,3,1,"E","C","N","D",3,"L",5,3,"I","Y",79,17,"N",15,"A",4,31,4,5,"Y","Y","C",6,5
"1654",1,6,1,1,"B","A","N","B",3,"B",10,3,"C","N",45,14,"Y",4,"A",2,40,18,3,"Y","N","E",2,1
"1667",3,8,17,3,"W","C","Y","D",12,"B",20,1,"B","N",86,10,"Y",14,"A",2,22,10,4,"Y","N","E",2,10
"1671",1,5,16,2,"B","A","N","D",12,"B",20,3,"B","N",35,9,"N",4,"A",1,37,12,3,"Y","N","E",1,1
"1675",1,2,21,1,"C","A","N","D",8,"L",10,1,"D","N",44,24,"N",13,"B",3,40,22,4,"Y","N","E",4,1
"1677",1,9,2,1,"N","C","Y","D",3,"B",15,1,"B","N",57,10,"N",6,"B",3,37,8,1,"N","N","A",4,1
"1680",1,5,15,5,"B","I","N","E",3,"J",20,1,"K","Y",95,7,"Y",12,"A",1,40,5,1,"Y","Y","E",1,11
"1686",1,8,12,1,"N","H","Y","E",12,"J",15,1,"R","N",46,9,"N",6,"B",2,40,12,3,"N","N","A",5,1
"1687",11,15,16,7,"S","K","Y","E",7,"J",15,3,"N","N",30,16,"N",9,"A",2,40,1,3,"Y","N","D",5,7
"1688",1,12,23,4,"E","C","Y","D",7,"L",20,1,"I","N",22,24,"N",5,"B",2,40,19,3,"N","N","A",2,1
"1689",2,2,16,4,"N","B","Y","D",2,"L",15,1,"B","N",69,13,"N",7,"A",1,37,10,5,"Y","N","E",1,5
"1690",1,7,1,1,"B","I","Y","F",12,"H",10,3,"J","N",14,9,"N",10,"A",1,31,15,4,"Y","N","D",2,2
"1697",1,8,8,4,"N","H","N","B",2,"B",15,3,"B","N",88,17,"Y",14,"A",2,37,4,3,"Y","N","D",2,10
"1698",1,15,6,2,"N","C","N","D",8,"B",10,1,"I","N",59,18,"N",10,"A",1,25,13,1,"N","N","A",3,5
"1702",4,8,13,3,"B","K","N","E",12,"H",10,2,"N","N",94,13,"N",17,"A",2,31,7,1,"Y","N","E",2,10
"1703",1,4,5,3,"B","A","Y","D",12,"B",15,3,"B","N",36,4,"N",3,"A",1,40,17,3,"N","N","E",1,1
"1704",4,9,9,6,"G","H","Y","D",2,"B",5,1,"F","N",96,14,"N",10,"A",2,37,16,7,"Y","N","E",3,5
"1711",3,14,5,3,"N","K","Y","E",7,"H",5,1,"L","Y",68,19,"N",18,"A",4,28,7,3,"Y","Y","E",4,10
"1717",2,10,15,4,"N","K","N","F",12,"J",5,1,"R","Y",96,22,"N",15,"A",2,22,1,6,"Y","N","E",2,9
"1729",4,8,16,7,"N","K","Y","E",3,"H",15,1,"R","Y",74,10,"Y",11,"A",2,31,4,3,"Y","N","C",3,7
"1739",4,8,12,1,"N","K","Y","E",3,"H",10,1,"K","N",45,12,"N",14,"A",2,40,15,1,"Y","N","C",2,4
"1741",1,5,13,4,"N","A","N","D",8,"B",10,3,"B","N",66,7,"Y",15,"A",2,40,18,7,"Y","N","E",2,6
"1742",2,7,11,3,"B","A","Y","D",8,"B",20,1,"B","Y",73,9,"Y",10,"A",2,37,9,7,"Y","Y","E",3,2
"1749",1,6,18,2,"B","A","Y","D",8,"B",20,1,"B","N",47,11,"Y",2,"B",2,37,7,3,"Y","N","E",2,1
"1751",7,11,15,2,"G","K","Y","F",8,"I",10,2,"R","N",53,16,"N",19,"A",2,40,7,3,"Y","N","E",2,10
"1754",1,16,7,5,"N","H","Y","E",8,"H",10,1,"R","N",14,9,"N",2,"B",2,28,7,6,"N","N","A",3,1
"1755",2,5,18,1,"S","I","N","E",12,"H",15,3,"R","N",41,8,"Y",12,"A",2,40,1,3,"N","N","A",2,2
"1759",1,7,15,2,"B","A","N","D",3,"B",20,3,"H","N",52,9,"N",12,"A",1,31,25,4,"Y","N","C",1,5
"1760",1,8,9,6,"W","H","N","D",8,"L",15,1,"B","N",78,18,"Y",18,"A",2,40,12,4,"Y","N","E",2,4
"1767",1,19,18,5,"E","H","Y","D",3,"B",10,1,"A","N",68,21,"N",6,"A",2,40,9,1,"N","N","A",3,2
"1769",4,7,15,1,"B","A","N","D",3,"B",5,1,"B","Y",62,8,"Y",12,"B",3,28,13,4,"Y","Y","D",3,1
"1773",12,3,17,2,"B","C","N","D",3,"L",20,2,"I","N",48,12,"Y",3,"B",2,31,4,7,"Y","N","E",2,1
"1774",10,7,4,3,"N","K","N","E",7,"I",10,1,"J","Y",92,11,"N",7,"A",1,31,3,3,"Y","Y","E",1,4
"1775",1,1,15,4,"C","A","N","D",12,"B",10,2,"B","N",32,15,"N",13,"C",2,22,21,4,"N","N","E",3,9
"1778",3,13,15,3,"N","K","Y","E",8,"H",10,1,"K","N",39,10,"N",11,"A",1,25,18,3,"Y","N","E",2,1
"1779",1,4,13,3,"N","A","N","D",12,"B",20,3,"I","Y",77,7,"N",7,"A",2,28,10,2,"Y","Y","C",2,6
"1782",1,9,15,1,"W","H","Y","D",8,"B",10,1,"B","N",59,16,"N",10,"A",2,31,10,3,"Y","N","E",2,6
"1785",1,18,17,8,"B","I","N","E",3,"H",20,1,"N","N",65,9,"N",20,"A",1,40,17,4,"Y","N","E",1,12
"1793",1,11,9,3,"N","H","Y","D",12,"B",10,1,"B","Y",90,12,"N",14,"A",2,31,5,1,"Y","Y","C",3,7
"1806",4,16,2,1,"B","I","Y","E",8,"H",10,1,"R","Y",98,8,"N",17,"A",2,37,19,4,"Y","Y","D",2,6
"1807",4,13,20,6,"N","C","Y","D",8,"L",5,1,"I","N",42,14,"N",9,"E",3,40,1,6,"N","N","C",5,8
"1815",1,6,8,5,"B","K","Y","E",2,"H",15,3,"K","N",97,6,"Y",17,"C",2,25,3,6,"Y","N","E",2,1
"1818",11,2,17,3,"C","K","N","E",7,"K",10,2,"M","N",55,19,"N",15,"A",1,22,24,1,"Y","N","E",4,4
"1825",7,5,19,3,"B","K","N","E",7,"H",10,1,"K","N",88,17,"Y",13,"C",1,25,5,7,"Y","N","E",1,1
"1832",11,5,18,3,"C","A","Y","D",8,"D",20,1,"E","Y",39,10,"Y",11,"A",2,40,2,6,"Y","Y","E",2,1
"1836",4,12,21,1,"N","K","N","E",12,"J",20,1,"N","N",63,19,"N",17,"A",2,40,2,7,"N","N","A",2,9
"1838",10,4,18,1,"N","H","N","E",12,"J",15,3,"K","N",38,8,"Y",6,"B",2,37,6,6,"Y","N","E",5,1
"1841",5,16,3,2,"B","H","Y","D",3,"B",20,1,"I","N",79,10,"N",22,"A",1,40,21,6,"Y","N","E",3,12
"1842",4,12,1,1,"N","H","Y","G",12,"H",15,1,"K","N",47,9,"N",15,"B",2,28,3,3,"N","N","E",2,1
"1849",2,6,3,2,"N","A","N","D",3,"A",15,3,"E","N",48,8,"Y",6,"B",2,34,18,7,"Y","N","E",2,1
"1858",4,13,20,4,"N","H","Y","E",2,"H",15,1,"Q","N",24,19,"N",7,"B",1,40,4,5,"Y","N","E",1,1
"1859",9,3,17,2,"N","H","Y","D",12,"B",10,1,"B","N",28,8,"Y",4,"B",1,34,17,6,"Y","N","B",1,1
"1862",2,15,9,3,"N","K","N","E",8,"J",20,1,"J","N",20,15,"Y",12,"A",1,22,1,6,"N","N","A",1,7
"1863",5,7,11,3,"B","A","Y","D",12,"B",10,3,"A","N",72,9,"N",5,"A",2,25,16,7,"Y","N","E",2,1
"1865",6,6,18,5,"B","A","Y","D",8,"B",15,1,"B","N",54,9,"Y",7,"A",2,22,21,4,"Y","N","E",2,3
"1875",4,14,6,4,"N","B","N","D",12,"B",10,1,"I","N",52,9,"Y",10,"A",2,34,5,4,"Y","N","C",2,5
"1878",2,14,15,3,"N","K","Y","E",7,"H",10,1,"R","N",79,9,"N",15,"C",2,40,18,6,"Y","N","C",2,1
"1879",7,9,19,5,"N","A","Y","D",3,"B",20,1,"I","Y",43,10,"Y",17,"C",1,34,18,2,"Y","Y","C",1,4
"1890",4,1,19,7,"C","A","Y","D",7,"F",10,1,"A","N",39,14,"N",14,"E",3,34,21,4,"Y","N","D",1,5
"1892",4,10,23,3,"N","H","Y","D",3,"L",15,1,"I","N",11,21,"N",10,"A",3,25,19,1,"N","N","E",4,2
"1904",1,19,8,4,"N","K","Y","E",7,"J",15,2,"K","N",40,12,"N",12,"A",2,40,16,3,"N","N","A",2,3
"1905",1,8,9,1,"B","C","N","C",8,"B",20,2,"B","N",99,15,"N",15,"A",2,22,20,6,"Y","N","E",2,7
"1909",5,7,18,2,"B","H","N","E",12,"J",10,3,"R","N",64,7,"N",11,"B",3,22,17,6,"N","N","A",5,1
"1914",1,4,17,3,"N","K","N","E",8,"H",20,2,"L","N",88,9,"N",15,"C",2,40,11,2,"Y","N","E",2,1
"1915",1,4,20,6,"E","B","N","D",8,"B",15,1,"I","N",89,11,"N",12,"A",1,28,10,4,"Y","N","C",1,5
"1930",1,1,7,3,"C","K","N","E",8,"H",15,2,"R","N",27,11,"N",10,"A",1,40,21,6,"N","N","E",4,5
"1931",1,9,9,6,"N","C","N","D",12,"B",10,1,"B","N",62,12,"N",14,"A",2,40,17,5,"Y","N","E",2,1
"1934",4,8,9,6,"N","K","Y","E",12,"H",5,1,"R","N",71,10,"Y",7,"A",2,25,14,3,"Y","N","E",4,1
"1936",1,19,21,3,"N","B","N","D",3,"L",5,1,"B","N",49,17,"Y",13,"B",1,40,18,6,"Y","N","E",1,1
"1938",5,19,4,3,"N","K","N","E",2,"H",15,1,"J","N",30,9,"N",4,"A",1,40,9,4,"N","N","A",1,4
"1944",7,10,18,5,"N","C","Y","D",12,"L",20,1,"I","N",29,16,"N",14,"B",2,37,5,3,"N","N","E",2,1
"1947",1,14,20,2,"E","H","N","D",12,"L",20,1,"D","N",72,10,"N",6,"B",1,28,17,7,"N","N","A",1,1
"1948",1,5,5,3,"C","H","Y","E",3,"H",20,1,"J","N",30,8,"Y",12,"B",2,34,3,6,"N","N","A",2,1
"1957",3,16,18,5,"B","I","N","E",3,"H",10,3,"N","N",30,7,"N",15,"A",2,40,20,3,"Y","N","E",2,7
"1960",1,19,8,1,"N","K","Y","E",3,"H",15,1,"R","N",53,10,"Y",7,"A",2,25,16,3,"Y","N","E",3,2
"1963",5,13,23,2,"W","C","N","D",3,"E",10,1,"D","Y",81,20,"N",13,"D",1,40,1,6,"Y","Y","E",1,4
"1965",4,5,6,4,"C","A","Y","D",8,"D",15,1,"B","N",48,8,"Y",5,"A",1,37,18,6,"N","N","E",1,1
"1969",1,2,8,5,"C","A","Y","D",7,"B",10,4,"C","N",54,13,"N",9,"A",2,34,24,5,"Y","N","E",4,1
"1982",5,9,8,3,"N","H","N","E",2,"J",15,1,"N","Y",55,11,"N",8,"B",2,34,1,3,"Y","Y","E",2,1
"1986",1,8,7,1,"N","C","N","D",8,"B",20,1,"B","N",66,9,"Y",9,"A",2,25,22,6,"Y","N","E",2,1
"1989",1,8,6,4,"B","K","N","E",8,"H",10,1,"R","N",95,14,"N",16,"A",2,34,14,3,"Y","N","E",2,5
"2001",8,15,21,4,"E","H","N","D",12,"B",15,1,"A","N",35,21,"N",13,"B",2,40,18,2,"N","N","A",2,1
"2005",12,9,11,3,"N","K","N","E",3,"H",15,3,"N","N",88,11,"Y",8,"A",2,40,17,7,"Y","N","D",4,2
"2010",4,16,18,3,"N","B","N","B",12,"B",15,3,"I","N",48,13,"N",8,"A",2,31,7,6,"Y","N","E",3,3
"2019",4,19,17,2,"N","K","N","E",8,"H",10,3,"R","N",47,9,"N",7,"A",3,40,18,6,"N","N","A",5,5
"2024",4,11,5,3,"N","H","N","E",12,"J",10,1,"R","N",19,39,"N",2,"B",1,22,19,4,"N","N","A",2,1
"2029",4,1,19,3,"N","A","Y","B",8,"B",15,3,"I","N",35,15,"Y",15,"A",2,37,21,6,"Y","N","D",3,8
"2037",4,9,17,3,"B","J","Y","E",12,"H",15,1,"R","N",52,13,"N",12,"A",2,28,17,2,"Y","N","E",2,6
"2040",1,4,7,2,"S","H","N","E",2,"H",15,2,"K","N",15,9,"N",9,"B",2,40,20,7,"N","N","E",1,11
"2041",1,15,7,1,"E","H","Y","E",3,"H",10,3,"K","N",55,17,"N",4,"B",1,40,17,3,"Y","N","E",1,1
"2043",1,18,19,1,"B","B","N","D",12,"B",20,3,"I","N",48,9,"N",13,"A",3,34,14,3,"Y","N","E",1,6
