"","Hazard","T1_V1","T1_V2","T1_V3","T1_V4","T1_V5","T1_V6","T1_V9","T1_V10","T1_V11","T1_V13","T1_V14","T1_V16","T1_V17","T2_V1","T2_V2","T2_V3","T2_V4","T2_V5","T2_V6","T2_V7","T2_V9","T2_V10","T2_V11","T2_V12","T2_V13","T2_V14","T2_V15"
"263",2,7,14,3,"N","K","Y","E",12,"H",10,1,"R","Y",94,9,"Y",13,"A",2,34,14,2,"Y","Y","C",2,10
"264",4,10,15,6,"N","C","N","D",8,"L",20,1,"I","N",49,21,"Y",6,"B",2,31,13,4,"Y","N","E",2,1
"265",4,1,23,1,"C","K","Y","E",12,"H",10,1,"J","N",34,14,"Y",9,"A",3,40,21,7,"Y","N","C",4,6
"266",1,14,18,4,"N","C","N","D",8,"B",10,1,"B","Y",67,15,"N",12,"A",6,28,3,4,"Y","Y","C",7,2
"267",4,1,23,4,"N","B","Y","D",8,"L",10,1,"I","N",33,25,"N",14,"A",2,34,21,5,"N","N","A",2,1
"268",11,4,11,4,"N","K","Y","E",8,"H",20,1,"J","N",50,12,"N",3,"A",2,31,16,6,"Y","N","C",2,1
"269",1,1,8,3,"C","A","N","D",2,"A",10,4,"I","N",28,18,"N",12,"B",2,25,21,7,"N","N","E",1,1
"270",3,7,15,2,"N","K","N","E",3,"I",15,1,"K","N",75,7,"N",20,"A",2,37,9,4,"Y","N","E",2,2
"271",1,19,12,6,"W","C","N","D",3,"L",10,1,"E","N",90,12,"N",12,"A",4,40,8,5,"Y","N","E",4,10
"272",1,11,8,3,"N","C","N","D",2,"L",20,1,"I","Y",77,12,"N",5,"A",4,25,18,7,"Y","Y","E",6,4
"273",2,16,8,2,"B","H","N","E",12,"H",15,1,"R","N",32,9,"N",4,"B",2,37,2,5,"N","N","A",4,1
"274",2,7,16,2,"N","A","Y","D",8,"B",20,3,"I","N",62,8,"Y",8,"A",2,22,25,6,"Y","N","C",3,7
"277",2,4,11,2,"N","H","N","D",2,"B",10,1,"B","N",97,12,"Y",11,"A",2,31,10,1,"Y","N","C",4,6
"278",7,4,11,2,"N","A","Y","D",7,"B",10,1,"B","N",41,8,"N",11,"A",2,40,2,3,"Y","N","C",3,8
"279",1,14,19,2,"N","H","Y","D",3,"B",20,1,"E","N",84,11,"N",6,"C",2,31,19,3,"Y","N","E",2,1
"280",7,16,3,2,"B","K","Y","F",7,"N",15,2,"R","Y",70,7,"N",8,"C",3,40,11,6,"Y","Y","E",3,1
"281",2,5,7,2,"B","A","N","D",8,"B",15,1,"B","Y",46,7,"N",12,"C",2,40,10,6,"Y","Y","E",2,5
"282",1,5,6,4,"B","A","N","D",12,"B",15,3,"G","N",81,9,"Y",14,"A",2,40,7,6,"Y","N","E",2,2
"283",21,5,16,2,"N","K","N","E",12,"H",15,1,"R","Y",27,8,"Y",9,"A",2,40,5,7,"Y","Y","E",2,1
"284",1,6,17,3,"B","K","N","E",8,"H",15,1,"J","Y",76,11,"N",11,"C",1,31,20,4,"Y","Y","E",1,3
"285",11,12,22,6,"N","K","N","E",8,"J",10,2,"N","N",94,17,"Y",13,"A",2,25,5,6,"Y","N","E",2,10
"286",1,18,12,1,"N","B","N","D",8,"B",10,1,"B","N",22,7,"N",17,"A",2,40,16,4,"N","N","E",1,6
"287",1,7,12,3,"B","A","Y","D",3,"B",10,1,"B","N",64,9,"Y",11,"A",2,22,24,3,"Y","N","E",2,4
"288",4,8,17,3,"B","C","N","D",3,"B",10,1,"B","N",87,14,"N",9,"C",2,25,18,3,"Y","N","E",2,1
"293",3,19,21,1,"N","B","N","D",8,"B",20,1,"E","N",57,22,"Y",8,"A",1,34,9,4,"N","N","A",1,3
"294",10,19,18,5,"S","A","N","D",12,"B",10,1,"I","N",74,9,"N",14,"A",2,25,21,1,"N","N","A",2,4
"295",4,13,21,5,"W","I","Y","E",12,"H",10,1,"Q","Y",93,16,"N",10,"A",2,40,16,3,"Y","Y","C",3,5
"297",9,7,17,4,"B","I","Y","E",3,"J",20,3,"K","N",63,14,"Y",11,"A",2,40,16,3,"N","N","A",2,5
"298",1,13,18,2,"B","A","N","D",12,"B",20,3,"I","N",65,9,"Y",22,"A",2,34,10,1,"Y","N","E",2,11
"299",2,3,19,2,"B","H","Y","D",3,"L",15,1,"A","N",57,16,"N",5,"B",1,28,15,6,"N","N","A",1,1
"300",1,16,8,3,"N","H","N","E",8,"J",15,1,"K","N",51,10,"N",3,"B",1,34,2,5,"Y","N","E",1,1
"301",5,8,16,2,"N","K","Y","E",2,"H",20,2,"R","N",94,10,"N",11,"A",3,40,1,5,"Y","N","C",3,9
"302",1,13,19,6,"B","C","Y","D",3,"L",10,1,"I","N",41,14,"N",17,"A",2,40,18,2,"Y","N","E",2,8
"303",4,7,10,7,"G","K","N","E",7,"H",10,3,"K","N",73,10,"N",9,"A",2,31,17,7,"Y","N","E",2,1
"304",4,5,18,4,"N","A","Y","B",2,"B",10,1,"E","N",78,10,"Y",7,"A",2,25,5,3,"Y","N","E",4,1
"305",14,8,4,3,"N","K","Y","E",12,"J",10,1,"K","N",70,14,"N",4,"A",2,34,1,6,"Y","N","C",4,4
"306",3,11,12,1,"W","I","N","E",3,"J",10,1,"R","Y",81,5,"N",12,"A",4,40,19,7,"Y","Y","E",4,10
"309",5,4,19,4,"N","H","Y","E",3,"J",20,1,"R","N",50,11,"N",4,"B",1,31,2,4,"Y","N","D",1,2
"310",4,6,18,2,"B","A","Y","D",8,"B",15,1,"B","N",94,10,"Y",20,"A",2,37,18,7,"N","N","E",2,11
"311",1,3,18,2,"B","C","Y","D",8,"L",10,1,"B","N",88,13,"Y",9,"A",3,31,2,4,"Y","N","C",3,8
"312",2,9,18,1,"B","C","N","D",12,"L",20,3,"E","N",99,13,"N",13,"B",2,37,1,6,"Y","N","E",2,5
"313",4,9,3,2,"B","I","N","E",2,"J",15,2,"R","N",73,17,"N",16,"A",2,31,6,7,"Y","N","E",2,12
"315",10,18,6,2,"W","A","Y","D",3,"B",10,3,"I","N",50,8,"N",13,"A",1,31,19,3,"Y","N","C",3,11
"316",4,15,6,4,"N","A","Y","D",8,"L",15,1,"I","Y",61,8,"N",12,"A",3,34,2,5,"Y","Y","E",3,3
"317",5,3,16,2,"N","K","Y","F",2,"I",15,1,"N","N",79,17,"Y",19,"A",1,37,24,5,"Y","N","C",1,11
"319",2,6,18,2,"B","A","N","D",8,"B",15,3,"B","N",65,9,"N",14,"A",2,34,17,3,"N","N","A",2,6
"320",5,1,21,5,"N","B","N","D",2,"D",10,3,"E","N",42,17,"N",6,"A",2,40,21,4,"Y","N","D",2,4
"321",2,2,18,5,"C","K","N","E",7,"H",20,2,"J","N",59,13,"N",12,"A",2,40,25,4,"Y","N","E",2,2
"322",1,14,15,2,"N","K","Y","E",8,"I",20,1,"R","Y",99,18,"N",15,"A",6,34,14,7,"Y","Y","D",7,11
"323",2,2,19,1,"N","A","N","D",8,"L",15,1,"A","Y",88,13,"N",10,"A",1,37,8,7,"Y","Y","E",1,8
"324",4,13,8,3,"B","C","N","D",12,"B",15,3,"I","Y",67,16,"Y",13,"C",2,22,3,6,"Y","Y","E",2,1
"325",5,13,17,3,"N","C","N","B",8,"A",10,1,"A","N",62,23,"N",5,"B",2,25,9,6,"N","N","A",2,1
"326",1,4,4,3,"N","A","N","D",2,"B",10,1,"I","N",55,8,"N",7,"B",2,40,12,1,"Y","N","E",2,1
"327",4,19,19,2,"N","B","Y","D",12,"B",20,1,"E","N",57,11,"Y",5,"B",2,22,11,7,"N","N","A",2,1
"328",1,8,18,2,"W","I","Y","E",12,"H",10,1,"J","Y",52,21,"N",8,"A",2,22,17,6,"Y","Y","E",4,2
"330",1,9,5,3,"N","B","N","D",3,"B",20,1,"B","N",56,10,"N",14,"B",2,40,13,6,"N","N","A",2,1
"331",4,7,15,7,"N","H","N","E",8,"H",20,2,"R","N",71,8,"Y",4,"B",2,31,6,5,"Y","N","E",2,1
"334",4,6,11,2,"N","K","Y","E",3,"J",15,1,"K","Y",93,6,"N",7,"A",2,22,3,4,"Y","Y","E",2,1
"337",8,17,12,7,"N","H","N","E",7,"H",20,1,"L","N",13,7,"N",13,"E",2,28,11,7,"Y","N","D",2,9
"338",2,12,7,1,"N","H","Y","E",3,"H",15,1,"R","N",48,12,"N",3,"B",1,25,4,3,"Y","N","E",1,1
"339",1,19,15,4,"N","K","N","F",2,"H",15,3,"R","N",43,9,"N",9,"A",1,22,5,7,"N","N","A",2,5
"341",4,6,16,4,"E","A","Y","D",2,"B",5,1,"B","N",93,9,"N",20,"A",1,40,15,6,"Y","N","E",1,11
"342",2,2,18,1,"C","A","Y","D",2,"B",10,3,"B","N",51,14,"N",8,"B",3,40,23,5,"Y","N","E",2,1
"343",2,11,6,1,"N","H","N","E",12,"H",20,1,"R","N",52,19,"Y",5,"B",1,25,18,6,"Y","N","C",1,1
"344",3,17,6,4,"B","A","N","D",12,"B",15,3,"B","Y",67,8,"N",13,"A",2,22,17,3,"Y","Y","E",2,3
"345",1,6,7,5,"N","K","N","F",8,"H",20,3,"R","N",65,7,"N",6,"A",2,40,18,6,"N","N","A",4,3
"346",1,11,8,5,"N","C","Y","D",8,"L",20,1,"I","N",44,21,"N",12,"A",1,22,24,7,"Y","N","E",1,4
"347",9,12,13,5,"N","H","Y","E",3,"H",10,1,"M","Y",35,15,"Y",5,"B",2,40,2,7,"Y","Y","E",3,1
"348",1,5,16,2,"N","A","N","D",8,"B",20,1,"B","Y",82,7,"N",10,"A",2,22,4,3,"Y","Y","E",2,2
"349",1,4,12,2,"N","K","Y","E",7,"H",15,2,"R","N",100,8,"N",20,"A",1,28,1,7,"Y","N","E",1,5
"350",8,1,8,2,"C","A","N","D",12,"D",10,2,"I","N",31,11,"N",5,"A",2,22,21,1,"N","N","E",4,8
"351",11,3,7,5,"N","A","N","D",12,"L",10,1,"I","Y",43,11,"Y",10,"A",2,31,23,6,"Y","Y","E",2,1
"352",1,18,11,2,"N","H","Y","D",12,"B",15,3,"I","N",53,10,"N",6,"A",2,25,5,7,"Y","N","E",4,1
"353",1,7,12,3,"B","I","N","E",2,"H",5,3,"R","N",21,9,"N",15,"A",2,37,25,7,"Y","N","E",2,1
"354",4,13,15,5,"N","K","Y","E",3,"H",15,1,"R","N",44,10,"N",7,"A",2,34,16,6,"Y","N","C",4,6
"356",2,9,18,4,"B","C","Y","D",8,"B",10,1,"I","Y",82,12,"N",13,"A",2,37,1,6,"Y","Y","E",3,6
"357",21,18,21,1,"N","H","N","E",3,"H",10,1,"R","N",37,18,"N",3,"B",2,37,1,4,"N","N","A",2,1
"358",4,19,4,3,"W","H","N","E",7,"J",15,1,"J","N",33,10,"N",3,"B",2,40,7,4,"N","N","A",4,1
"359",1,13,21,3,"N","C","N","D",3,"L",10,1,"D","N",57,24,"Y",4,"B",1,31,4,3,"N","N","A",1,1
"360",13,8,17,1,"N","H","Y","D",8,"B",10,1,"B","N",89,12,"N",16,"A",3,37,19,7,"Y","N","E",3,11
"361",9,13,21,2,"W","H","N","E",3,"H",10,3,"R","N",7,26,"Y",8,"B",1,40,7,3,"Y","N","C",1,1
"362",4,3,5,3,"E","H","N","D",8,"B",20,1,"E","Y",87,17,"N",7,"A",2,25,10,7,"Y","Y","E",2,7
"363",4,14,8,4,"B","C","Y","D",3,"L",10,1,"I","N",53,19,"N",7,"A",1,28,3,1,"Y","N","E",4,4
"364",7,1,18,2,"N","K","Y","E",2,"H",20,1,"N","N",41,16,"N",10,"A",2,40,21,7,"Y","N","B",1,2
"366",7,16,1,1,"B","A","N","D",12,"B",10,3,"C","N",39,6,"N",10,"B",2,40,16,6,"N","N","A",4,1
"367",2,12,15,4,"N","H","N","E",8,"K",20,1,"J","N",27,11,"N",14,"B",2,40,10,7,"Y","N","E",2,1
"368",13,19,16,6,"B","I","Y","E",8,"J",20,1,"K","N",95,8,"N",13,"A",4,40,6,7,"N","N","A",4,9
"369",4,13,22,2,"B","C","N","D",8,"L",15,1,"I","N",48,17,"N",7,"B",1,40,15,6,"Y","N","E",1,1
"370",1,6,14,1,"B","H","N","E",8,"I",20,1,"R","Y",71,9,"Y",15,"B",2,40,8,3,"Y","Y","E",2,1
"371",10,8,3,2,"N","K","Y","E",12,"I",10,2,"R","N",97,9,"N",22,"A",2,37,19,7,"Y","N","D",2,3
"372",2,10,19,5,"N","H","N","B",12,"B",15,2,"B","Y",43,19,"N",14,"A",1,28,4,6,"Y","Y","E",1,6
"373",1,18,3,2,"B","C","Y","D",3,"B",10,1,"I","N",93,14,"Y",8,"A",2,22,16,3,"N","N","A",2,3
"374",4,10,5,3,"N","C","N","D",8,"A",15,3,"I","N",41,15,"Y",4,"B",6,34,6,6,"Y","N","C",6,1
"376",3,1,19,3,"C","A","N","B",8,"L",20,1,"E","N",20,20,"N",17,"A",2,34,21,3,"N","N","B",1,1
"379",7,5,15,2,"B","A","N","D",8,"B",20,0,"B","Y",90,5,"N",17,"C",2,40,4,7,"Y","Y","E",2,2
"380",4,19,17,5,"B","B","Y","B",8,"B",5,1,"I","N",44,18,"Y",6,"A",4,28,17,1,"N","N","A",4,6
"381",4,13,20,5,"N","K","N","F",3,"H",20,1,"R","N",51,23,"N",6,"A",2,28,3,6,"Y","N","E",2,3
"382",4,7,4,3,"N","K","Y","E",8,"H",20,1,"R","N",17,11,"Y",8,"A",2,25,3,5,"N","N","E",4,3
"383",2,8,15,4,"N","K","Y","E",8,"H",15,1,"R","N",84,10,"N",5,"A",2,40,4,2,"Y","N","E",3,1
"384",2,19,13,1,"N","C","N","D",3,"L",20,1,"I","Y",99,10,"N",19,"A",1,37,21,5,"Y","Y","C",2,12
"385",1,4,8,6,"N","K","N","E",8,"H",15,2,"J","N",84,10,"Y",13,"A",2,40,19,1,"Y","N","C",2,6
"386",4,16,10,1,"N","A","Y","D",12,"B",15,1,"G","Y",45,8,"N",6,"A",2,34,13,3,"N","Y","A",2,3
"387",6,7,9,6,"N","K","Y","E",2,"J",15,1,"P","N",32,8,"N",13,"A",4,37,9,3,"N","N","C",5,7
"390",1,12,21,2,"N","B","Y","D",8,"L",10,1,"B","N",43,19,"Y",5,"B",2,37,2,6,"N","N","A",4,1
"392",7,10,12,6,"G","H","Y","B",3,"L",15,1,"I","N",62,22,"N",7,"C",2,25,24,7,"Y","N","E",2,1
"394",1,19,7,4,"N","K","N","F",8,"H",20,3,"M","N",9,19,"Y",14,"A",1,40,18,5,"Y","N","D",1,1
"395",4,19,18,6,"N","K","N","E",12,"I",20,1,"L","Y",31,13,"N",10,"C",1,37,15,4,"Y","Y","E",1,1
"396",1,5,5,4,"B","A","N","B",3,"B",15,3,"B","Y",70,8,"N",14,"C",2,25,16,1,"Y","Y","E",2,3
"397",1,15,8,2,"N","K","Y","E",3,"H",20,3,"K","N",12,13,"N",17,"A",3,31,7,5,"N","N","A",3,12
"398",5,2,19,7,"C","K","N","E",8,"H",10,2,"J","N",59,13,"N",17,"C",2,40,25,7,"Y","N","E",2,6
"400",1,6,13,1,"B","A","N","D",8,"B",15,3,"B","N",72,9,"N",20,"A",2,40,17,5,"Y","N","E",2,11
"402",5,5,21,2,"N","K","N","E",12,"H",20,1,"R","N",65,10,"N",16,"A",2,34,6,1,"Y","N","E",2,6
"403",4,19,21,4,"N","H","Y","D",8,"B",20,1,"E","N",43,18,"N",4,"A",2,40,17,4,"N","N","A",3,2
"404",8,18,13,1,"N","B","Y","D",7,"B",15,1,"I","N",95,13,"Y",13,"A",2,25,19,7,"Y","N","E",2,1
"405",1,12,14,3,"N","K","Y","E",8,"H",15,1,"K","N",56,10,"Y",5,"A",2,40,10,1,"Y","N","E",2,3
"406",1,5,6,4,"C","K","Y","E",2,"I",10,1,"R","N",81,8,"N",19,"C",1,34,13,3,"Y","N","E",1,1
"407",7,16,13,1,"W","B","N","D",7,"B",20,1,"I","Y",58,6,"N",12,"A",1,25,7,6,"Y","Y","C",1,8
"408",2,7,19,2,"N","A","Y","D",2,"B",20,3,"I","N",34,8,"Y",5,"A",1,34,21,7,"Y","N","C",1,7
"409",1,2,9,8,"C","A","Y","B",7,"D",10,2,"C","N",48,12,"N",12,"A",2,37,22,7,"Y","N","E",1,1
"410",3,9,19,5,"B","H","Y","D",3,"B",15,1,"B","N",74,13,"N",19,"A",2,40,17,5,"Y","N","E",2,6
"411",2,16,18,1,"N","K","N","E",12,"H",10,1,"Q","N",50,7,"Y",22,"A",1,28,5,4,"N","N","A",1,12
"413",7,9,3,2,"N","B","N","D",12,"L",15,3,"I","Y",45,10,"N",5,"A",3,31,17,6,"Y","Y","E",3,3
"415",8,6,15,2,"B","I","N","E",8,"H",20,1,"R","Y",91,7,"Y",14,"A",2,31,1,5,"Y","Y","E",2,11
"416",1,7,5,2,"B","A","N","B",3,"A",5,1,"B","N",84,12,"N",15,"C",2,40,6,6,"Y","N","E",2,1
"418",1,3,4,3,"N","A","Y","D",12,"B",10,1,"B","N",56,9,"N",7,"A",1,28,10,6,"Y","N","D",4,4
"419",2,8,5,4,"W","C","N","D",8,"B",10,3,"E","N",47,13,"N",5,"C",2,37,12,3,"Y","N","E",2,1
"421",4,10,18,3,"N","H","Y","D",2,"L",20,3,"I","N",1,17,"Y",9,"A",3,25,19,6,"Y","N","E",6,5
"422",5,7,5,4,"B","A","N","D",8,"B",15,1,"F","N",68,6,"N",10,"B",2,31,16,4,"Y","N","E",2,1
"423",4,7,15,2,"B","I","N","E",8,"H",15,1,"L","N",66,9,"N",4,"A",2,31,8,6,"Y","N","E",3,1
"425",1,5,6,2,"N","A","Y","D",7,"B",15,2,"A","N",33,8,"Y",12,"A",3,40,13,7,"Y","N","E",3,2
"427",7,9,21,5,"N","C","Y","D",7,"A",15,1,"E","Y",48,12,"N",11,"C",2,34,25,7,"Y","Y","E",2,1
"428",17,9,15,4,"B","C","Y","D",12,"B",10,3,"B","N",51,12,"N",5,"A",2,28,17,4,"Y","N","E",2,2
"429",2,7,6,1,"B","K","N","E",3,"H",20,3,"N","N",53,11,"N",17,"C",2,34,17,7,"Y","N","E",2,1
"430",1,11,23,3,"N","K","Y","E",12,"J",15,1,"K","Y",59,18,"N",12,"A",3,40,17,2,"Y","Y","E",4,3
"431",7,15,7,4,"N","B","N","D",12,"B",10,1,"B","N",59,9,"Y",6,"B",1,37,14,3,"Y","N","C",3,1
"432",8,17,19,2,"B","I","Y","E",8,"J",15,1,"K","Y",96,9,"N",18,"A",2,37,19,7,"Y","Y","C",2,12
"433",1,8,20,3,"B","I","N","E",7,"H",20,1,"M","N",44,16,"Y",9,"A",2,25,18,5,"Y","N","D",2,4
"435",1,18,6,4,"N","B","N","B",8,"B",15,1,"I","N",19,10,"N",12,"A",1,40,17,4,"N","N","E",2,4
"436",1,4,8,2,"N","K","N","E",8,"J",10,3,"R","N",58,7,"N",19,"A",2,37,21,6,"Y","N","E",2,8
"437",20,15,15,1,"N","K","Y","E",12,"H",15,1,"K","N",40,12,"N",6,"A",2,40,21,4,"N","N","A",5,3
"438",4,15,16,6,"N","H","Y","D",8,"B",10,1,"B","N",51,13,"Y",9,"B",2,40,19,5,"Y","N","E",2,1
"440",8,4,12,3,"N","A","Y","D",3,"B",10,3,"B","N",63,9,"Y",5,"A",1,22,17,6,"Y","N","E",3,3
"441",2,6,7,5,"N","A","N","D",8,"B",10,1,"I","N",47,9,"Y",12,"A",1,34,2,5,"Y","N","E",2,5
"442",2,12,20,6,"N","K","Y","F",2,"H",5,1,"N","N",34,11,"N",11,"A",3,40,1,5,"N","N","A",3,2
"444",1,11,19,3,"N","H","Y","E",3,"H",20,1,"K","N",37,12,"N",4,"B",2,31,18,3,"N","N","A",3,1
"446",4,8,23,3,"N","H","Y","D",3,"B",10,2,"E","N",82,19,"N",19,"A",2,40,16,6,"Y","N","E",2,12
"447",3,1,11,3,"C","A","Y","D",12,"B",20,2,"C","N",24,11,"N",11,"B",2,40,21,5,"N","N","E",2,3
"448",1,9,18,2,"B","C","N","D",12,"B",20,1,"I","N",73,13,"N",11,"B",1,40,1,1,"N","N","A",1,1
"449",1,8,21,2,"N","C","Y","D",3,"B",10,1,"I","N",64,18,"Y",14,"A",3,37,2,6,"Y","N","D",6,11
"451",5,6,14,2,"B","A","Y","B",7,"B",10,2,"B","N",55,13,"N",17,"A",2,34,2,7,"Y","N","E",2,10
"452",4,11,15,5,"W","H","N","D",3,"L",20,1,"E","N",48,13,"Y",11,"A",2,31,22,7,"Y","N","E",2,6
"453",1,9,18,2,"B","H","N","E",12,"J",5,2,"K","N",11,10,"N",14,"B",1,40,2,2,"N","N","A",1,1
"454",1,13,18,6,"N","B","Y","D",8,"B",15,2,"I","N",47,10,"N",16,"A",3,34,12,3,"Y","N","D",3,6
"455",1,19,24,4,"N","K","N","E",3,"H",15,2,"R","N",30,14,"Y",8,"A",2,22,15,3,"Y","N","E",3,1
"456",1,7,6,5,"N","K","N","E",8,"N",15,1,"R","N",21,5,"Y",9,"A",2,37,21,4,"N","N","A",1,1
"457",4,16,12,1,"N","K","Y","E",12,"J",20,1,"K","N",29,7,"N",4,"A",2,28,18,4,"Y","N","E",2,2
"458",1,12,23,4,"E","C","N","D",8,"L",20,1,"I","N",69,17,"N",6,"A",2,22,1,5,"Y","N","E",2,4
"459",3,12,7,1,"N","H","Y","E",12,"N",20,1,"J","N",23,12,"N",5,"B",2,31,9,3,"N","N","A",4,1
"460",2,18,6,2,"B","B","N","D",12,"B",10,1,"G","N",62,10,"N",7,"B",2,34,16,6,"N","N","A",1,1
"461",4,6,19,4,"B","A","N","B",2,"B",20,1,"G","N",63,18,"Y",8,"A",2,40,1,3,"Y","N","E",2,4
"462",7,10,10,3,"N","C","N","D",12,"B",15,1,"I","N",31,12,"N",12,"B",2,31,6,6,"Y","N","D",2,1
"463",1,6,18,3,"B","A","N","D",8,"B",15,1,"B","N",100,10,"Y",16,"A",1,40,2,5,"Y","N","E",1,3
"464",1,8,21,5,"C","C","Y","D",2,"A",15,1,"B","N",82,20,"N",8,"C",2,40,7,2,"N","N","A",4,1
"466",2,2,19,4,"C","A","N","B",12,"B",15,1,"I","N",56,15,"Y",15,"B",1,37,24,6,"Y","N","E",1,8
"468",1,13,20,4,"N","C","Y","D",3,"L",10,3,"A","N",66,24,"N",9,"B",2,22,8,6,"Y","N","E",2,1
"469",1,7,5,4,"N","K","Y","F",2,"H",15,1,"K","N",67,8,"Y",5,"A",1,28,10,6,"Y","N","D",1,3
"470",7,6,5,4,"S","A","N","D",3,"B",20,1,"B","Y",35,7,"Y",10,"C",2,34,25,7,"Y","Y","E",2,1
"471",8,9,23,3,"N","H","N","E",7,"H",10,1,"R","N",22,13,"N",2,"B",2,22,11,7,"N","N","A",3,1
"472",3,9,2,2,"N","C","N","D",12,"L",10,2,"E","N",29,11,"N",3,"B",1,40,12,7,"Y","N","E",1,1
"473",1,5,5,3,"G","B","Y","B",3,"B",20,1,"B","N",93,14,"Y",11,"A",2,31,16,7,"Y","N","E",3,2
"474",1,19,18,2,"W","I","N","E",12,"H",20,1,"R","N",38,10,"N",16,"A",2,40,7,4,"Y","N","E",2,10
"475",2,5,17,1,"S","K","N","E",8,"J",5,1,"R","Y",76,8,"N",8,"C",4,37,25,7,"Y","Y","E",4,1
"476",7,5,11,3,"C","A","N","D",12,"B",15,3,"B","N",37,8,"N",14,"A",1,25,17,3,"N","N","A",1,8
"477",7,19,6,4,"N","A","Y","D",12,"B",10,3,"B","N",51,8,"N",14,"A",2,40,17,7,"Y","N","E",2,5
"478",1,16,13,1,"B","A","Y","D",3,"B",20,1,"B","N",51,8,"Y",16,"A",1,34,1,3,"N","N","A",1,10
"479",1,8,5,4,"N","H","N","D",12,"A",20,1,"B","N",69,10,"N",6,"A",2,37,23,3,"Y","N","E",2,1
"481",1,19,18,4,"N","H","N","E",12,"H",15,1,"J","N",58,11,"N",14,"B",1,37,12,6,"N","N","A",1,1
"483",10,19,21,4,"N","K","N","E",7,"H",10,1,"K","Y",72,31,"Y",7,"A",2,31,4,4,"N","Y","A",4,5
"485",5,2,16,2,"H","K","Y","E",12,"H",20,3,"Q","N",89,16,"N",22,"A",1,40,11,7,"Y","N","D",1,10
"486",4,5,19,2,"N","K","Y","E",7,"J",15,3,"K","N",41,8,"N",18,"A",2,25,16,6,"Y","N","E",2,5
"487",4,16,20,3,"E","K","N","E",7,"J",15,1,"R","N",44,10,"N",21,"A",1,28,21,4,"N","N","A",1,12
"488",1,9,21,3,"N","C","Y","D",12,"A",5,3,"E","N",19,16,"Y",12,"A",1,22,16,2,"N","N","A",1,3
"489",4,18,1,1,"N","C","Y","D",8,"B",15,2,"I","N",28,10,"N",6,"A",2,25,11,4,"Y","N","E",2,1
"490",4,8,7,5,"N","K","N","E",12,"H",20,1,"K","N",58,14,"Y",14,"A",2,34,18,5,"Y","N","D",2,6
"491",2,8,7,5,"N","K","N","E",3,"H",20,1,"K","N",98,12,"Y",10,"A",4,28,11,2,"Y","N","C",5,5
"492",8,7,21,3,"N","K","N","E",8,"H",10,1,"L","N",71,11,"N",16,"A",1,25,19,3,"Y","N","E",1,10
"493",1,3,20,2,"N","C","Y","D",8,"L",15,1,"E","N",87,12,"N",13,"C",2,31,4,6,"Y","N","E",2,10
"495",4,6,18,1,"B","B","N","D",7,"B",10,1,"I","Y",72,8,"Y",4,"A",3,40,18,7,"Y","Y","D",4,2
"496",15,12,21,4,"B","K","Y","F",8,"H",10,1,"K","N",17,19,"Y",10,"A",2,40,8,6,"N","N","A",4,5
"497",12,7,17,2,"B","H","Y","E",12,"H",20,3,"J","N",34,8,"Y",8,"B",1,40,2,7,"Y","N","E",2,1
"498",2,14,19,3,"N","C","N","D",8,"L",10,1,"A","N",38,15,"N",3,"A",1,40,19,5,"Y","N","E",1,1
"500",1,9,10,1,"N","C","N","D",3,"B",10,1,"B","N",90,11,"N",13,"D",2,40,2,5,"Y","N","E",2,7
"502",9,8,2,2,"N","K","N","E",2,"H",10,3,"K","N",51,11,"N",13,"A",2,40,21,1,"N","N","A",2,2
"504",4,12,10,3,"E","K","Y","E",3,"J",10,1,"R","Y",75,22,"Y",15,"C",4,40,14,7,"Y","Y","E",6,11
"506",6,15,11,2,"N","H","N","D",12,"B",10,1,"B","N",16,12,"N",14,"A",2,37,23,3,"Y","N","E",4,1
"507",4,5,13,4,"B","I","N","E",7,"J",10,1,"K","N",43,9,"N",11,"A",2,28,17,7,"Y","N","E",2,2
"508",1,2,19,4,"N","B","N","D",8,"B",15,1,"I","Y",90,12,"N",15,"A",2,37,18,3,"Y","Y","D",4,9
"510",2,11,20,5,"N","K","N","E",7,"H",20,1,"K","N",32,21,"N",4,"A",2,31,17,1,"Y","N","C",2,1
"511",5,2,18,6,"N","K","N","E",8,"I",5,2,"J","N",44,15,"N",15,"A",2,40,22,2,"Y","N","E",3,2
"513",1,4,5,3,"N","A","N","D",12,"B",10,3,"I","N",45,6,"N",11,"A",2,28,17,7,"Y","N","E",2,4
"514",11,14,10,2,"B","H","N","E",2,"J",15,3,"K","N",86,11,"N",13,"E",1,22,1,4,"Y","N","E",1,6
"515",1,11,13,3,"N","K","N","E",3,"H",10,1,"N","N",77,11,"N",9,"A",4,40,17,2,"Y","N","C",6,4
"518",4,1,16,2,"N","A","N","D",8,"B",15,1,"B","N",41,16,"N",2,"A",1,40,21,4,"Y","N","C",3,1
"519",1,19,18,1,"N","C","Y","D",12,"B",10,3,"I","N",29,13,"N",3,"C",2,40,21,6,"Y","N","E",2,1
"520",3,6,19,1,"B","I","Y","E",7,"H",15,1,"J","N",47,8,"N",8,"A",2,40,22,3,"N","N","D",3,2
"521",1,12,10,3,"N","C","Y","D",2,"A",15,1,"I","N",45,10,"N",3,"B",2,40,12,4,"Y","N","E",2,1
